zona,tipo,id,nombre,direccion,runtime,master,runtime_ancho,runtime_alto,sha256_runtime,sha256_master,anchor
region_artica,mob,necromante,Necromante,left,runtime/necromante/left.webp,masters/necromante/left.webp,88,104,385f772543d1e20d2c2018082e9b9f25c10bad0f126e6956fabe879316bc6c7e,8e7dedf1c003c444e2c7c154a3c4e1c566cffb80414a3246618ae6c23fb7a4c1,bottom_center
region_artica,mob,necromante,Necromante,right,runtime/necromante/right.webp,masters/necromante/right.webp,88,104,6f95c0752aca87ce05e59270549273e780c4ffb1a37530f8f8324bf4de4b007d,b5cc09d9224ac70486e1a6ba9bd606e3cd0f2e1cf0dd2201220266e39c3bf7a0,bottom_center
region_artica,mob,asesino_esqueletico,Asesino Esquelético,down,runtime/asesino_esqueletico/down.webp,masters/asesino_esqueletico/down.webp,88,104,960da909315cb4275fc959cf9b9035941a35c26fa958eedf5afb34b5e8733551,eaacf0acc59a390d928a22fc62404c70b45693175970d2dc34004d9242aeb28f,bottom_center
region_artica,mob,asesino_esqueletico,Asesino Esquelético,up,runtime/asesino_esqueletico/up.webp,masters/asesino_esqueletico/up.webp,88,104,d51c9bdc3d1df65ef85f89eb3f80ce032958435dc9336e466a1a77a87efe5a1f,ce425f58744b743a83a0f87aa5c4cc0bdec4428a718182180f4a10542e911d13,bottom_center
region_artica,mob,asesino_esqueletico,Asesino Esquelético,left,runtime/asesino_esqueletico/left.webp,masters/asesino_esqueletico/left.webp,88,104,f6cb3e27ac3c692ba1ddfc9050b6ac3e8f3db0c925fb58f399686208497f744d,8d816209549159aa0c5c526bda7fe3279e5a6e61adc487aa27c0b7cbb0e6cc04,bottom_center
region_artica,mob,asesino_esqueletico,Asesino Esquelético,right,runtime/asesino_esqueletico/right.webp,masters/asesino_esqueletico/right.webp,88,104,a3aac844c088ccee65325fe77944bc0d7f3d233ef0e50aa17a2428d930f29af3,880cb6ec86f4ece813772f1d54b48e8a186a0d8a9a2aff64579e42222eebaff7,bottom_center
region_artica,boss,aurel_ultimo_portador,"Aurel, Último Portador",down,runtime/aurel_ultimo_portador/down.webp,masters/aurel_ultimo_portador/down.webp,144,160,e7c6ca86ebfd36628e2af89495d9b5881df605fa402cf0db03683fe02d6e5c23,67fed0a826e4749253ec80ea8dc9f13c44e9d6712d6d60b02f284123f5346bf6,bottom_center
region_artica,boss,aurel_ultimo_portador,"Aurel, Último Portador",up,runtime/aurel_ultimo_portador/up.webp,masters/aurel_ultimo_portador/up.webp,144,160,21f1aa54e40fb2eb5c3107be72e8ae3b378688a625247e1a5d618322d2e61c36,53392412c2b1d4028d546514359c7437d15e2421d5b54e0ed5fd69bc0a64d4a8,bottom_center
region_artica,boss,aurel_ultimo_portador,"Aurel, Último Portador",left,runtime/aurel_ultimo_portador/left.webp,masters/aurel_ultimo_portador/left.webp,144,160,6dd8f4c73a0f84733fd1e73f0edeb2458eaaee17acbcec91b8b0c4c8aa8259ea,413abfd07c25f06399bb3d17cc46f1d10d02c06762874746057da3208fa52111,bottom_center
region_artica,boss,aurel_ultimo_portador,"Aurel, Último Portador",right,runtime/aurel_ultimo_portador/right.webp,masters/aurel_ultimo_portador/right.webp,144,160,f6ad9395f51b6b00e83d69b655d25b7a3b60cbbcf09f4c189662617331085f66,c4c0472ba4353bb3ff12a7c2d77760d0d4fb8809518aa4e3de3436424d7f50f1,bottom_center
