zona,npc_id,nombre,direccion,master,runtime,sha256_runtime
campamento_umbral,elia,Elia,left,01_CAMPAMENTO_UMBRAL/elia/masters_transparentes/idle_left.webp,01_CAMPAMENTO_UMBRAL/elia/runtime/idle_left.webp,da47ce9d94138dbe66f75a4705cb21886fc49df6080f6837bb444b588833a497
campamento_umbral,elia,Elia,right,01_CAMPAMENTO_UMBRAL/elia/masters_transparentes/idle_right.webp,01_CAMPAMENTO_UMBRAL/elia/runtime/idle_right.webp,52e4c25f690173f95efbd91ee01f4cf9c0b544559134575abbf48727c1f60948
campamento_umbral,cedric,Cedric,down,01_CAMPAMENTO_UMBRAL/cedric/masters_transparentes/idle_down.webp,01_CAMPAMENTO_UMBRAL/cedric/runtime/idle_down.webp,6f642d9dfdd83a9c232201694877de14edb1a34363c2185e2a0227fb0a5f6d49
campamento_umbral,cedric,Cedric,up,01_CAMPAMENTO_UMBRAL/cedric/masters_transparentes/idle_up.webp,01_CAMPAMENTO_UMBRAL/cedric/runtime/idle_up.webp,63b478ec03f39d7d89f124a1e99e6d568b24741edfa13685af6bc469ea134e47
campamento_umbral,cedric,Cedric,left,01_CAMPAMENTO_UMBRAL/cedric/masters_transparentes/idle_left.webp,01_CAMPAMENTO_UMBRAL/cedric/runtime/idle_left.webp,58801edc980da71ca08185a6588b3314e2601b0b5af7fa33b863356506ec3360
campamento_umbral,cedric,Cedric,right,01_CAMPAMENTO_UMBRAL/cedric/masters_transparentes/idle_right.webp,01_CAMPAMENTO_UMBRAL/cedric/runtime/idle_right.webp,fe0240c741c20ab299fe950e216de2dd5d4fe17a5e0ec97f8f1f97b57f5fbdf6
campamento_umbral,mercader_bryn,Mercader Bryn,down,01_CAMPAMENTO_UMBRAL/mercader_bryn/masters_transparentes/idle_down.webp,01_CAMPAMENTO_UMBRAL/mercader_bryn/runtime/idle_down.webp,d64bd7f764852dfed7c99da83ecd77df98a0512ade2ff6a339f56098b8517041
campamento_umbral,mercader_bryn,Mercader Bryn,up,01_CAMPAMENTO_UMBRAL/mercader_bryn/masters_transparentes/idle_up.webp,01_CAMPAMENTO_UMBRAL/mercader_bryn/runtime/idle_up.webp,f8635f28b6e606afaecaf9d1e832d0e628dbcf1bbda08a659617abd6bcf466a8
campamento_umbral,mercader_bryn,Mercader Bryn,left,01_CAMPAMENTO_UMBRAL/mercader_bryn/masters_transparentes/idle_left.webp,01_CAMPAMENTO_UMBRAL/mercader_bryn/runtime/idle_left.webp,f77c5875f538c48e8a7fe23e63f4029d68c9bc55e13cf36081f9917071fb67aa
campamento_umbral,mercader_bryn,Mercader Bryn,right,01_CAMPAMENTO_UMBRAL/mercader_bryn/masters_transparentes/idle_right.webp,01_CAMPAMENTO_UMBRAL/mercader_bryn/runtime/idle_right.webp,04cd351d703d800d89e0dcf8ef2404abf35b9f7e4c60cd926c0081af4d9b8f7a
campamento_umbral,guardian_refugio,Guardián del Refugio,down,01_CAMPAMENTO_UMBRAL/guardian_refugio/masters_transparentes/idle_down.webp,01_CAMPAMENTO_UMBRAL/guardian_refugio/runtime/idle_down.webp,10e0c5f66564d073a1eb45541ae71d15ef350fe49f790bb04af31a3071e8a9c4
campamento_umbral,guardian_refugio,Guardián del Refugio,up,01_CAMPAMENTO_UMBRAL/guardian_refugio/masters_transparentes/idle_up.webp,01_CAMPAMENTO_UMBRAL/guardian_refugio/runtime/idle_up.webp,0cdd692fc9821bceab91641075b008f30907ee153190cad9f408a9eac5c9dd58
campamento_umbral,guardian_refugio,Guardián del Refugio,left,01_CAMPAMENTO_UMBRAL/guardian_refugio/masters_transparentes/idle_left.webp,01_CAMPAMENTO_UMBRAL/guardian_refugio/runtime/idle_left.webp,ca2a7baaa49de9412dcfc967b3b6b43d352c6af20a83d0a3f39e2d2009ebf2cd
campamento_umbral,guardian_refugio,Guardián del Refugio,right,01_CAMPAMENTO_UMBRAL/guardian_refugio/masters_transparentes/idle_right.webp,01_CAMPAMENTO_UMBRAL/guardian_refugio/runtime/idle_right.webp,a7e0841d74dd9b91657e29ca3458ba0d80837250febf91ece8b204127d5a01db
campamento_umbral,aldeano_kael,Aldeano Kael,down,01_CAMPAMENTO_UMBRAL/aldeano_kael/masters_transparentes/idle_down.webp,01_CAMPAMENTO_UMBRAL/aldeano_kael/runtime/idle_down.webp,68bad95a2397f553bb55754716d5b055128105e8682627b7a21381bb49f2632f
campamento_umbral,aldeano_kael,Aldeano Kael,up,01_CAMPAMENTO_UMBRAL/aldeano_kael/masters_transparentes/idle_up.webp,01_CAMPAMENTO_UMBRAL/aldeano_kael/runtime/idle_up.webp,6fc284b360360d6a9c86aa6432ec216b85f8b2968cf041f6538c860dc502cae2
campamento_umbral,aldeano_kael,Aldeano Kael,left,01_CAMPAMENTO_UMBRAL/aldeano_kael/masters_transparentes/idle_left.webp,01_CAMPAMENTO_UMBRAL/aldeano_kael/runtime/idle_left.webp,c20da5792f376cd34f567505cbaf43ac80dc74c6c699e31698243b8ece15c667
campamento_umbral,aldeano_kael,Aldeano Kael,right,01_CAMPAMENTO_UMBRAL/aldeano_kael/masters_transparentes/idle_right.webp,01_CAMPAMENTO_UMBRAL/aldeano_kael/runtime/idle_right.webp,05da809e5071a51d8a16f71e0b36b2adcc0fe047d47a30db9d0717a7d9dd14ad
campamento_umbral,darian,Darian,down,01_CAMPAMENTO_UMBRAL/darian/masters_transparentes/idle_down.webp,01_CAMPAMENTO_UMBRAL/darian/runtime/idle_down.webp,28914c11ce469f375e81c4fed2ac45eb2a5bbcaee5b12dc0c8ed4e38d07595bc
campamento_umbral,darian,Darian,up,01_CAMPAMENTO_UMBRAL/darian/masters_transparentes/idle_up.webp,01_CAMPAMENTO_UMBRAL/darian/runtime/idle_up.webp,fd2a7847b7e3b5c4c02463309f60cd0e78906a91ccf3096007dae6fc390b87d1
campamento_umbral,darian,Darian,left,01_CAMPAMENTO_UMBRAL/darian/masters_transparentes/idle_left.webp,01_CAMPAMENTO_UMBRAL/darian/runtime/idle_left.webp,adfbb8e1fdb340c652b1d94e5abf81bd42d981ecb0ba1684ffab65655f790144
campamento_umbral,darian,Darian,right,01_CAMPAMENTO_UMBRAL/darian/masters_transparentes/idle_right.webp,01_CAMPAMENTO_UMBRAL/darian/runtime/idle_right.webp,a5aaa6eee649669d1e39a9503c3ccc6129afe0696799007d4d9a2258912f56ef
pueblo_robledal,alcalde_tomas,Alcalde Tomás,down,02_PUEBLO_ROBLEDAL/alcalde_tomas/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/alcalde_tomas/runtime/idle_down.webp,e7272450dfe4ca3b2a5baab7cb5fe90ea5d33a9bcc15ff36fcda32fbafe31a98
pueblo_robledal,alcalde_tomas,Alcalde Tomás,up,02_PUEBLO_ROBLEDAL/alcalde_tomas/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/alcalde_tomas/runtime/idle_up.webp,ddf73c11487118eee0cdf4f5223d94779fba98570badd902f665a5ec7e2a7e5f
pueblo_robledal,alcalde_tomas,Alcalde Tomás,left,02_PUEBLO_ROBLEDAL/alcalde_tomas/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/alcalde_tomas/runtime/idle_left.webp,1a092b365e2369b3dd421afa442937ba36dec5516dc2845cab0b04a9b9b9a89a
pueblo_robledal,alcalde_tomas,Alcalde Tomás,right,02_PUEBLO_ROBLEDAL/alcalde_tomas/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/alcalde_tomas/runtime/idle_right.webp,fee312d11c7e9e0d4196bc2ce14a249e18f7bca349e448ffeb4e449e34382d51
pueblo_robledal,mercader_aldric,Mercader Aldric,down,02_PUEBLO_ROBLEDAL/mercader_aldric/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/mercader_aldric/runtime/idle_down.webp,59bbddaa89a068c30b317c1019f2731004b691b8da015e9496c6f00e480c15b4
pueblo_robledal,mercader_aldric,Mercader Aldric,up,02_PUEBLO_ROBLEDAL/mercader_aldric/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/mercader_aldric/runtime/idle_up.webp,e6df998f7dd4c09c1e1f96502180ccbf7dbcf5ef63d7c2ba635eeee6081c362d
pueblo_robledal,mercader_aldric,Mercader Aldric,left,02_PUEBLO_ROBLEDAL/mercader_aldric/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/mercader_aldric/runtime/idle_left.webp,18236a700a60e603361388961e19e9526d28f39863a724d7fe83d6e7335b01f1
pueblo_robledal,mercader_aldric,Mercader Aldric,right,02_PUEBLO_ROBLEDAL/mercader_aldric/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/mercader_aldric/runtime/idle_right.webp,a10327da32fc86f8b30a9711b8770cca18af32a3112acc3f0f33d493ec994551
pueblo_robledal,posadero_oleg,Posadero Oleg,down,02_PUEBLO_ROBLEDAL/posadero_oleg/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/posadero_oleg/runtime/idle_down.webp,6b243a2fb20082e9f296271d9a0e86177b7513aaabe61740dfc42c1fa3e42bc5
pueblo_robledal,posadero_oleg,Posadero Oleg,up,02_PUEBLO_ROBLEDAL/posadero_oleg/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/posadero_oleg/runtime/idle_up.webp,5d64ddb1ac5f3be5183999f85a3cd091f434db6e7f6e320a70640b9add8f2771
pueblo_robledal,posadero_oleg,Posadero Oleg,left,02_PUEBLO_ROBLEDAL/posadero_oleg/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/posadero_oleg/runtime/idle_left.webp,71061b5c1520f1f2a2bd9ba10c98e225faf46b4586492e525c0a2fa348a13c41
pueblo_robledal,posadero_oleg,Posadero Oleg,right,02_PUEBLO_ROBLEDAL/posadero_oleg/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/posadero_oleg/runtime/idle_right.webp,a090cd9418cbc00707a62d98d98d948268779f52d7fb8066c38ffb16ca9d8f31
pueblo_robledal,forjador_orin,Forjador Orin,down,02_PUEBLO_ROBLEDAL/forjador_orin/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/forjador_orin/runtime/idle_down.webp,8fc1b21e060b35016a4f14cb9f8dba76b5ffd27ef1444333b46230125711ce39
pueblo_robledal,forjador_orin,Forjador Orin,up,02_PUEBLO_ROBLEDAL/forjador_orin/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/forjador_orin/runtime/idle_up.webp,e9690c3f1cb72b56db9bc1569d2573ae855cb40a7aa1e4d4462124d37ed3c438
pueblo_robledal,forjador_orin,Forjador Orin,left,02_PUEBLO_ROBLEDAL/forjador_orin/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/forjador_orin/runtime/idle_left.webp,ffdf2cd5ea5d245d14709e91180071290211ecae0f4e848cbfb697ca4f52c8b6
pueblo_robledal,forjador_orin,Forjador Orin,right,02_PUEBLO_ROBLEDAL/forjador_orin/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/forjador_orin/runtime/idle_right.webp,4daaf0e7b091679c9d8daace5068dba4fd17c3f1839d649245bf118042b7e431
pueblo_robledal,aldeana_ira,Aldeana Ira,down,02_PUEBLO_ROBLEDAL/aldeana_ira/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/aldeana_ira/runtime/idle_down.webp,ee5abd3360e407175ea05fefe432e7d51ced9abfef2e781ee9bf7d1ad3ff70aa
pueblo_robledal,aldeana_ira,Aldeana Ira,up,02_PUEBLO_ROBLEDAL/aldeana_ira/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/aldeana_ira/runtime/idle_up.webp,1e77e8da193359c83be81f137d8e336bec50585c7dcebd4553af82c199f8e5c6
pueblo_robledal,aldeana_ira,Aldeana Ira,left,02_PUEBLO_ROBLEDAL/aldeana_ira/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/aldeana_ira/runtime/idle_left.webp,4659e1629e7d082c94dd5d6afba8b45de50fd41823dd520f11ba96c99fa1459a
pueblo_robledal,aldeana_ira,Aldeana Ira,right,02_PUEBLO_ROBLEDAL/aldeana_ira/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/aldeana_ira/runtime/idle_right.webp,27cd940b36e9ad771ad515a4c970b6693397dd4b72c529a47f92545178839d90
pueblo_robledal,viajero_inn,Viajero Inn,down,02_PUEBLO_ROBLEDAL/viajero_inn/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/viajero_inn/runtime/idle_down.webp,1154b1a471d3166ee6092c838cff7b7f09a22e3cd74394eb2ced2484b367ed31
pueblo_robledal,viajero_inn,Viajero Inn,up,02_PUEBLO_ROBLEDAL/viajero_inn/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/viajero_inn/runtime/idle_up.webp,8356781a79e79c31663edb5fbb8554b9ba874b369ffdebe5dc4ca53cf5a4f79b
pueblo_robledal,viajero_inn,Viajero Inn,left,02_PUEBLO_ROBLEDAL/viajero_inn/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/viajero_inn/runtime/idle_left.webp,67745dd9c8f16e24e2ddc385ddb2b4d1b5c251a87e86ec76489547e1c6daa5a3
pueblo_robledal,viajero_inn,Viajero Inn,right,02_PUEBLO_ROBLEDAL/viajero_inn/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/viajero_inn/runtime/idle_right.webp,afe107601e5a5ecd1d0f36470d3e09f11b9bd1289eeb5c5f406bb174b6be7ec2
pueblo_robledal,cartografo,El Cartógrafo,down,02_PUEBLO_ROBLEDAL/cartografo/masters_transparentes/idle_down.webp,02_PUEBLO_ROBLEDAL/cartografo/runtime/idle_down.webp,887dc3ac17db817b161b4ef74965b9837e967f364d53caf864269d968ea2864a
pueblo_robledal,cartografo,El Cartógrafo,up,02_PUEBLO_ROBLEDAL/cartografo/masters_transparentes/idle_up.webp,02_PUEBLO_ROBLEDAL/cartografo/runtime/idle_up.webp,58acabd2d1488b3142e5166eb5d23838f7d38285d8c1374b8b038ade9d775a40
pueblo_robledal,cartografo,El Cartógrafo,left,02_PUEBLO_ROBLEDAL/cartografo/masters_transparentes/idle_left.webp,02_PUEBLO_ROBLEDAL/cartografo/runtime/idle_left.webp,1e3f70faa1f4c3e10f8d278e17f6062c07d590cc6fe843f859754f7567dc79cc
pueblo_robledal,cartografo,El Cartógrafo,right,02_PUEBLO_ROBLEDAL/cartografo/masters_transparentes/idle_right.webp,02_PUEBLO_ROBLEDAL/cartografo/runtime/idle_right.webp,72fb22f18b08eb587a1ddb88015ace239edb11c01ffd965f120578de8d518d91
ciudad_verdalia,capitan_real,Capitán Real,down,03_CIUDAD_VERDALIA/capitan_real/masters_transparentes/idle_down.webp,03_CIUDAD_VERDALIA/capitan_real/runtime/idle_down.webp,0baf38e1c298b20e6989443c6d9755890a1aa7c49fb782b1e63839cf035805fb
ciudad_verdalia,capitan_real,Capitán Real,up,03_CIUDAD_VERDALIA/capitan_real/masters_transparentes/idle_up.webp,03_CIUDAD_VERDALIA/capitan_real/runtime/idle_up.webp,f0efdf35052881325bf0363505a29ca432711f5fcf73545561027780a251a044
ciudad_verdalia,capitan_real,Capitán Real,left,03_CIUDAD_VERDALIA/capitan_real/masters_transparentes/idle_left.webp,03_CIUDAD_VERDALIA/capitan_real/runtime/idle_left.webp,a07622a521cfe8adfba699b9fc4679434652e2177b495dadb52f8c1536fd040f
ciudad_verdalia,capitan_real,Capitán Real,right,03_CIUDAD_VERDALIA/capitan_real/masters_transparentes/idle_right.webp,03_CIUDAD_VERDALIA/capitan_real/runtime/idle_right.webp,5bdf61c9f0ca7dbd88490bd7f6205d6d104d9554d171a2ef7d25da8757ae4c06
ciudad_verdalia,mercader_real_senn,Mercader Real Senn,down,03_CIUDAD_VERDALIA/mercader_real_senn/masters_transparentes/idle_down.webp,03_CIUDAD_VERDALIA/mercader_real_senn/runtime/idle_down.webp,fdf5781c0ad01a9bfd644b300995336341cca7737fdac26a907de4cfdc60c3d4
ciudad_verdalia,mercader_real_senn,Mercader Real Senn,up,03_CIUDAD_VERDALIA/mercader_real_senn/masters_transparentes/idle_up.webp,03_CIUDAD_VERDALIA/mercader_real_senn/runtime/idle_up.webp,306226c49b4819678559c41636c1a62d43488e4bc52cf37bd6a34809158f804e
ciudad_verdalia,mercader_real_senn,Mercader Real Senn,left,03_CIUDAD_VERDALIA/mercader_real_senn/masters_transparentes/idle_left.webp,03_CIUDAD_VERDALIA/mercader_real_senn/runtime/idle_left.webp,2607c0af16405df0aa72875b08dc665b5ff23b6b471bfa0672b0c28cbdea9e85
ciudad_verdalia,mercader_real_senn,Mercader Real Senn,right,03_CIUDAD_VERDALIA/mercader_real_senn/masters_transparentes/idle_right.webp,03_CIUDAD_VERDALIA/mercader_real_senn/runtime/idle_right.webp,03dd3c7452581ae3d12e5ba244434fdd6cbd08a50d763dfc24a3a81657911a2c
ciudad_verdalia,hostelera_senna,Hostelera Senna,down,03_CIUDAD_VERDALIA/hostelera_senna/masters_transparentes/idle_down.webp,03_CIUDAD_VERDALIA/hostelera_senna/runtime/idle_down.webp,aaa9b9d10fc589885b4beca4629da5d9eca3f89fcfb4779cfed08c4ecf4464a6
ciudad_verdalia,hostelera_senna,Hostelera Senna,up,03_CIUDAD_VERDALIA/hostelera_senna/masters_transparentes/idle_up.webp,03_CIUDAD_VERDALIA/hostelera_senna/runtime/idle_up.webp,1e19a5ca9d1e9ace9230acc119f8d86d833b2157c9b487aa74c727b21b60ae1c
ciudad_verdalia,hostelera_senna,Hostelera Senna,left,03_CIUDAD_VERDALIA/hostelera_senna/masters_transparentes/idle_left.webp,03_CIUDAD_VERDALIA/hostelera_senna/runtime/idle_left.webp,acc360fb9fef0e538382870f2862343672bfd115c0a81f7e9299b0ad8837cff4
ciudad_verdalia,hostelera_senna,Hostelera Senna,right,03_CIUDAD_VERDALIA/hostelera_senna/masters_transparentes/idle_right.webp,03_CIUDAD_VERDALIA/hostelera_senna/runtime/idle_right.webp,2e03db0659806692b91e5c228aa520e40c805e4960bf6d6c3c0b3415674876c6
ciudad_verdalia,herrero_brun,Herrero Brun,down,03_CIUDAD_VERDALIA/herrero_brun/masters_transparentes/idle_down.webp,03_CIUDAD_VERDALIA/herrero_brun/runtime/idle_down.webp,1cfe9c701c937e0e7e6a331bdf7d96146eb3b3f9233d5571b3cbc5bc33a6ec6a
ciudad_verdalia,herrero_brun,Herrero Brun,up,03_CIUDAD_VERDALIA/herrero_brun/masters_transparentes/idle_up.webp,03_CIUDAD_VERDALIA/herrero_brun/runtime/idle_up.webp,640ddb93874aa72713eda7447b83274076b889e4287c990f2dfb8f2993effebd
ciudad_verdalia,herrero_brun,Herrero Brun,left,03_CIUDAD_VERDALIA/herrero_brun/masters_transparentes/idle_left.webp,03_CIUDAD_VERDALIA/herrero_brun/runtime/idle_left.webp,829e7d702a64edf43f0ef7463385cab28be6633d53ab71d0ee127a9f1545f910
ciudad_verdalia,herrero_brun,Herrero Brun,right,03_CIUDAD_VERDALIA/herrero_brun/masters_transparentes/idle_right.webp,03_CIUDAD_VERDALIA/herrero_brun/runtime/idle_right.webp,3ae682aae7410613436735334d2a8750dc42ed731dade87b9d47c15d2fc6ddac
ciudad_verdalia,guardia_rurik,Guardia Rurik,down,03_CIUDAD_VERDALIA/guardia_rurik/masters_transparentes/idle_down.webp,03_CIUDAD_VERDALIA/guardia_rurik/runtime/idle_down.webp,949f3e9004d1bbc203e6e2c9b481334520f1355aed84a88e3bb506454add90c9
ciudad_verdalia,guardia_rurik,Guardia Rurik,up,03_CIUDAD_VERDALIA/guardia_rurik/masters_transparentes/idle_up.webp,03_CIUDAD_VERDALIA/guardia_rurik/runtime/idle_up.webp,3e60e3657a9016021cca6cbe8177e1ab8732463402de54da979973646a60209c
ciudad_verdalia,guardia_rurik,Guardia Rurik,left,03_CIUDAD_VERDALIA/guardia_rurik/masters_transparentes/idle_left.webp,03_CIUDAD_VERDALIA/guardia_rurik/runtime/idle_left.webp,deb635789aaca586feac536d701ce390cdcfa0ca5ad62554d4b450d90e22122d
ciudad_verdalia,guardia_rurik,Guardia Rurik,right,03_CIUDAD_VERDALIA/guardia_rurik/masters_transparentes/idle_right.webp,03_CIUDAD_VERDALIA/guardia_rurik/runtime/idle_right.webp,8d4c6bdea3cec1eebecfc7acfe7fdb78d398b6d601dab353898991cfdef8cfd6
